,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,traffic_volume,date,time,year,day1ofyear,dayofyear,hour,weekday,day,time_diff
7324,None,289.88,1.35,0.0,90,Drizzle,light intensity drizzle,2013-06-30 06:00:00,905,2013-06-30,06:00:00,2013,2013-01-01,180,6.0,6,270,0.0
7325,None,289.8,0.51,0.0,90,Rain,light rain,2013-06-30 07:00:00,1170,2013-06-30,07:00:00,2013,2013-01-01,180,7.0,6,270,3600.0
7326,None,289.8,0.51,0.0,90,Drizzle,drizzle,2013-06-30 07:00:00,1170,2013-06-30,07:00:00,2013,2013-01-01,180,7.0,6,270,0.0
7530,None,295.16,0.25,0.0,75,Rain,light rain,2013-07-08 22:00:00,1902,2013-07-08,22:00:00,2013,2013-01-01,188,22.0,0,279,3600.0
7531,None,295.16,0.25,0.0,75,Thunderstorm,thunderstorm with light rain,2013-07-08 22:00:00,1902,2013-07-08,22:00:00,2013,2013-01-01,188,22.0,0,279,0.0
7538,None,292.63,0.0,0.0,12,Mist,mist,2013-07-09 05:00:00,3017,2013-07-09,05:00:00,2013,2013-01-01,189,5.0,1,279,3600.0
7539,None,292.63,0.0,0.0,12,Fog,fog,2013-07-09 05:00:00,3017,2013-07-09,05:00:00,2013,2013-01-01,189,5.0,1,279,0.0
7542,None,290.17,0.0,0.0,24,Fog,fog,2013-07-09 08:00:00,5425,2013-07-09,08:00:00,2013,2013-01-01,189,8.0,1,279,3600.0
7543,None,290.17,0.0,0.0,24,Mist,mist,2013-07-09 08:00:00,5425,2013-07-09,08:00:00,2013,2013-01-01,189,8.0,1,279,0.0
7544,None,291.42,0.0,0.0,36,Mist,mist,2013-07-09 09:00:00,5063,2013-07-09,09:00:00,2013,2013-01-01,189,9.0,1,280,3600.0
7545,None,291.42,0.0,0.0,36,Fog,fog,2013-07-09 09:00:00,5063,2013-07-09,09:00:00,2013,2013-01-01,189,9.0,1,280,0.0
7568,None,296.26,16.0,0.0,32,Rain,heavy intensity rain,2013-07-10 08:00:00,6298,2013-07-10,08:00:00,2013,2013-01-01,190,8.0,2,280,3600.0
7569,None,296.26,16.0,0.0,32,Thunderstorm,proximity thunderstorm,2013-07-10 08:00:00,6298,2013-07-10,08:00:00,2013,2013-01-01,190,8.0,2,280,0.0
7570,None,293.91,10.54,0.0,88,Rain,heavy intensity rain,2013-07-10 09:00:00,5225,2013-07-10,09:00:00,2013,2013-01-01,190,9.0,2,281,3600.0
7571,None,293.91,10.54,0.0,88,Thunderstorm,thunderstorm with light rain,2013-07-10 09:00:00,5225,2013-07-10,09:00:00,2013,2013-01-01,190,9.0,2,281,0.0
7572,None,293.91,10.54,0.0,88,Mist,mist,2013-07-10 09:00:00,5225,2013-07-10,09:00:00,2013,2013-01-01,190,9.0,2,281,0.0
7660,None,295.42,0.0,0.0,20,Thunderstorm,thunderstorm,2013-07-14 03:00:00,381,2013-07-14,03:00:00,2013,2013-01-01,194,3.0,6,284,3600.0
7661,None,295.42,0.0,0.0,20,Rain,light rain,2013-07-14 03:00:00,381,2013-07-14,03:00:00,2013,2013-01-01,194,3.0,6,284,0.0
7662,None,293.64,8.64,0.0,20,Rain,heavy intensity rain,2013-07-14 04:00:00,391,2013-07-14,04:00:00,2013,2013-01-01,194,4.0,6,284,3600.0
7663,None,293.64,8.64,0.0,20,Thunderstorm,proximity thunderstorm,2013-07-14 04:00:00,391,2013-07-14,04:00:00,2013,2013-01-01,194,4.0,6,284,0.0
7664,None,292.82,19.9,0.0,20,Rain,very heavy rain,2013-07-14 05:00:00,542,2013-07-14,05:00:00,2013,2013-01-01,194,5.0,6,284,3600.0
7665,None,292.82,19.9,0.0,20,Thunderstorm,thunderstorm with heavy rain,2013-07-14 05:00:00,542,2013-07-14,05:00:00,2013,2013-01-01,194,5.0,6,284,0.0
7666,None,292.82,19.9,0.0,20,Mist,mist,2013-07-14 05:00:00,542,2013-07-14,05:00:00,2013,2013-01-01,194,5.0,6,284,0.0
7667,None,292.65,25.32,0.0,8,Rain,very heavy rain,2013-07-14 06:00:00,958,2013-07-14,06:00:00,2013,2013-01-01,194,6.0,6,284,3600.0
7668,None,292.65,25.32,0.0,8,Thunderstorm,proximity thunderstorm,2013-07-14 06:00:00,958,2013-07-14,06:00:00,2013,2013-01-01,194,6.0,6,284,0.0
7669,None,292.65,25.32,0.0,8,Mist,mist,2013-07-14 06:00:00,958,2013-07-14,06:00:00,2013,2013-01-01,194,6.0,6,284,0.0
7670,None,292.87,21.42,0.0,90,Rain,very heavy rain,2013-07-14 07:00:00,1745,2013-07-14,07:00:00,2013,2013-01-01,194,7.0,6,284,3600.0
7671,None,292.87,21.42,0.0,90,Mist,mist,2013-07-14 07:00:00,1745,2013-07-14,07:00:00,2013,2013-01-01,194,7.0,6,284,0.0
7672,None,292.87,21.42,0.0,90,Thunderstorm,proximity thunderstorm,2013-07-14 07:00:00,1745,2013-07-14,07:00:00,2013,2013-01-01,194,7.0,6,284,0.0
7673,None,293.65,5.59,0.0,8,Rain,heavy intensity rain,2013-07-14 08:00:00,2260,2013-07-14,08:00:00,2013,2013-01-01,194,8.0,6,284,3600.0
7674,None,293.65,5.59,0.0,8,Mist,mist,2013-07-14 08:00:00,2260,2013-07-14,08:00:00,2013,2013-01-01,194,8.0,6,284,0.0
7683,None,296.71,0.0,0.0,0,Rain,light rain,2013-07-14 17:00:00,4133,2013-07-14,17:00:00,2013,2013-01-01,194,17.0,6,285,3600.0
7684,None,296.71,0.0,0.0,0,Drizzle,light intensity drizzle,2013-07-14 17:00:00,4133,2013-07-14,17:00:00,2013,2013-01-01,194,17.0,6,285,0.0
7819,None,291.99,0.0,0.0,0,Rain,heavy intensity rain,2013-07-21 02:00:00,692,2013-07-21,02:00:00,2013,2013-01-01,201,2.0,6,291,3600.0
7820,None,291.99,0.0,0.0,0,Thunderstorm,thunderstorm,2013-07-21 02:00:00,692,2013-07-21,02:00:00,2013,2013-01-01,201,2.0,6,291,0.0
7850,None,289.28,0.25,0.0,90,Rain,light rain,2013-07-22 08:00:00,5982,2013-07-22,08:00:00,2013,2013-01-01,202,8.0,0,292,3600.0
7851,None,289.28,0.25,0.0,90,Thunderstorm,proximity thunderstorm,2013-07-22 08:00:00,5982,2013-07-22,08:00:00,2013,2013-01-01,202,8.0,0,292,0.0
7852,None,288.32,7.11,0.0,0,Rain,heavy intensity rain,2013-07-22 09:00:00,4916,2013-07-22,09:00:00,2013,2013-01-01,202,9.0,0,293,3600.0
7853,None,288.32,7.11,0.0,0,Thunderstorm,thunderstorm with heavy rain,2013-07-22 09:00:00,4916,2013-07-22,09:00:00,2013,2013-01-01,202,9.0,0,293,0.0
7854,None,288.32,7.11,0.0,0,Fog,fog,2013-07-22 09:00:00,4916,2013-07-22,09:00:00,2013,2013-01-01,202,9.0,0,293,0.0
7855,None,288.32,7.11,0.0,0,Drizzle,light intensity drizzle,2013-07-22 09:00:00,4916,2013-07-22,09:00:00,2013,2013-01-01,202,9.0,0,293,0.0
7856,None,289.48,5.97,0.0,0,Rain,heavy intensity rain,2013-07-22 10:00:00,4503,2013-07-22,10:00:00,2013,2013-01-01,202,10.0,0,293,3600.0
7857,None,289.48,5.97,0.0,0,Mist,mist,2013-07-22 10:00:00,4503,2013-07-22,10:00:00,2013,2013-01-01,202,10.0,0,293,0.0
7858,None,289.48,5.97,0.0,0,Thunderstorm,thunderstorm with rain,2013-07-22 10:00:00,4503,2013-07-22,10:00:00,2013,2013-01-01,202,10.0,0,293,0.0
7940,None,292.21,0.0,0.0,32,Drizzle,light intensity drizzle,2013-07-26 02:00:00,332,2013-07-26,02:00:00,2013,2013-01-01,206,2.0,4,296,3600.0
7941,None,292.21,0.0,0.0,32,Rain,moderate rain,2013-07-26 02:00:00,332,2013-07-26,02:00:00,2013,2013-01-01,206,2.0,4,296,0.0
7964,None,291.46,5.08,0.0,76,Rain,heavy intensity rain,2013-07-27 03:00:00,439,2013-07-27,03:00:00,2013,2013-01-01,207,3.0,5,297,3600.0
7965,None,291.46,5.08,0.0,76,Thunderstorm,proximity thunderstorm,2013-07-27 03:00:00,439,2013-07-27,03:00:00,2013,2013-01-01,207,3.0,5,297,0.0
7998,None,286.09,0.25,0.0,48,Rain,light rain,2013-07-28 12:00:00,4253,2013-07-28,12:00:00,2013,2013-01-01,208,12.0,6,299,3600.0
7999,None,286.09,0.25,0.0,48,Drizzle,light intensity drizzle,2013-07-28 12:00:00,4253,2013-07-28,12:00:00,2013,2013-01-01,208,12.0,6,299,0.0
8055,None,292.1,0.0,0.0,80,Rain,light rain,2013-07-30 23:00:00,1204,2013-07-30,23:00:00,2013,2013-01-01,210,23.0,1,301,3600.0
8056,None,292.1,0.0,0.0,80,Drizzle,light intensity drizzle,2013-07-30 23:00:00,1204,2013-07-30,23:00:00,2013,2013-01-01,210,23.0,1,301,0.0
8057,None,291.64,0.0,0.0,64,Rain,heavy intensity rain,2013-07-31 00:00:00,666,2013-07-31,00:00:00,2013,2013-01-01,211,0.0,2,301,3600.0
8058,None,291.64,0.0,0.0,64,Drizzle,light intensity drizzle,2013-07-31 00:00:00,666,2013-07-31,00:00:00,2013,2013-01-01,211,0.0,2,301,0.0
8059,None,290.65,0.76,0.0,64,Rain,moderate rain,2013-07-31 01:00:00,402,2013-07-31,01:00:00,2013,2013-01-01,211,1.0,2,301,3600.0
8060,None,290.65,0.76,0.0,64,Drizzle,drizzle,2013-07-31 01:00:00,402,2013-07-31,01:00:00,2013,2013-01-01,211,1.0,2,301,0.0
8062,None,289.91,1.52,0.0,80,Rain,moderate rain,2013-07-31 04:00:00,822,2013-07-31,04:00:00,2013,2013-01-01,211,4.0,2,301,7200.0
8063,None,289.91,1.52,0.0,80,Mist,mist,2013-07-31 04:00:00,822,2013-07-31,04:00:00,2013,2013-01-01,211,4.0,2,301,0.0
8064,None,290.12,0.38,0.0,80,Rain,moderate rain,2013-07-31 05:00:00,2956,2013-07-31,05:00:00,2013,2013-01-01,211,5.0,2,301,3600.0
8065,None,290.12,0.38,0.0,80,Mist,mist,2013-07-31 05:00:00,2956,2013-07-31,05:00:00,2013,2013-01-01,211,5.0,2,301,0.0
8066,None,290.12,0.38,0.0,80,Drizzle,light intensity drizzle,2013-07-31 05:00:00,2956,2013-07-31,05:00:00,2013,2013-01-01,211,5.0,2,301,0.0
8067,None,289.86,0.51,0.0,92,Rain,light rain,2013-07-31 06:00:00,6289,2013-07-31,06:00:00,2013,2013-01-01,211,6.0,2,301,3600.0
8068,None,289.86,0.51,0.0,92,Drizzle,drizzle,2013-07-31 06:00:00,6289,2013-07-31,06:00:00,2013,2013-01-01,211,6.0,2,301,0.0
8069,None,289.82,0.51,0.0,92,Rain,light rain,2013-07-31 07:00:00,6866,2013-07-31,07:00:00,2013,2013-01-01,211,7.0,2,301,3600.0
8070,None,289.82,0.51,0.0,92,Drizzle,drizzle,2013-07-31 07:00:00,6866,2013-07-31,07:00:00,2013,2013-01-01,211,7.0,2,301,0.0
8071,None,289.82,0.51,0.0,92,Mist,mist,2013-07-31 07:00:00,6866,2013-07-31,07:00:00,2013,2013-01-01,211,7.0,2,301,0.0
8072,None,290.18,0.38,0.0,92,Rain,light rain,2013-07-31 08:00:00,6015,2013-07-31,08:00:00,2013,2013-01-01,211,8.0,2,301,3600.0
8073,None,290.18,0.38,0.0,92,Mist,mist,2013-07-31 08:00:00,6015,2013-07-31,08:00:00,2013,2013-01-01,211,8.0,2,301,0.0
8074,None,290.3,0.51,0.0,92,Rain,light rain,2013-07-31 09:00:00,5233,2013-07-31,09:00:00,2013,2013-01-01,211,9.0,2,302,3600.0
8075,None,290.3,0.51,0.0,92,Mist,mist,2013-07-31 09:00:00,5233,2013-07-31,09:00:00,2013,2013-01-01,211,9.0,2,302,0.0
8076,None,290.98,0.25,0.0,92,Rain,light rain,2013-07-31 10:00:00,4800,2013-07-31,10:00:00,2013,2013-01-01,211,10.0,2,302,3600.0
8077,None,290.98,0.25,0.0,92,Mist,mist,2013-07-31 10:00:00,4800,2013-07-31,10:00:00,2013,2013-01-01,211,10.0,2,302,0.0
8091,None,290.4,0.0,0.0,48,Mist,mist,2013-08-01 00:00:00,680,2013-08-01,00:00:00,2013,2013-01-01,212,0.0,3,302,3600.0
8092,None,290.4,0.0,0.0,48,Fog,fog,2013-08-01 00:00:00,680,2013-08-01,00:00:00,2013,2013-01-01,212,0.0,3,302,0.0
8094,None,289.12,0.0,0.0,48,Mist,mist,2013-08-01 02:00:00,344,2013-08-01,02:00:00,2013,2013-01-01,212,2.0,3,302,3600.0
8095,None,289.12,0.0,0.0,48,Fog,fog,2013-08-01 02:00:00,344,2013-08-01,02:00:00,2013,2013-01-01,212,2.0,3,302,0.0
8097,None,289.37,0.0,0.0,0,Mist,mist,2013-08-01 04:00:00,851,2013-08-01,04:00:00,2013,2013-01-01,212,4.0,3,302,3600.0
8098,None,289.37,0.0,0.0,0,Fog,fog,2013-08-01 04:00:00,851,2013-08-01,04:00:00,2013,2013-01-01,212,4.0,3,302,0.0
8099,None,289.58,0.0,0.0,0,Mist,mist,2013-08-01 05:00:00,3006,2013-08-01,05:00:00,2013,2013-01-01,212,5.0,3,302,3600.0
8100,None,289.58,0.0,0.0,0,Fog,fog,2013-08-01 05:00:00,3006,2013-08-01,05:00:00,2013,2013-01-01,212,5.0,3,302,0.0
8101,None,289.81,0.25,0.0,24,Rain,light rain,2013-08-01 06:00:00,5886,2013-08-01,06:00:00,2013,2013-01-01,212,6.0,3,302,3600.0
8102,None,289.81,0.25,0.0,24,Mist,mist,2013-08-01 06:00:00,5886,2013-08-01,06:00:00,2013,2013-01-01,212,6.0,3,302,0.0
8103,None,289.81,0.25,0.0,24,Fog,fog,2013-08-01 06:00:00,5886,2013-08-01,06:00:00,2013,2013-01-01,212,6.0,3,302,0.0
8104,None,289.97,0.0,0.0,24,Fog,fog,2013-08-01 07:00:00,6160,2013-08-01,07:00:00,2013,2013-01-01,212,7.0,3,302,3600.0
8105,None,289.97,0.0,0.0,24,Mist,mist,2013-08-01 07:00:00,6160,2013-08-01,07:00:00,2013,2013-01-01,212,7.0,3,302,0.0
8107,None,291.6,0.0,0.0,64,Fog,fog,2013-08-01 09:00:00,5448,2013-08-01,09:00:00,2013,2013-01-01,212,9.0,3,303,3600.0
8108,None,291.6,0.0,0.0,64,Mist,mist,2013-08-01 09:00:00,5448,2013-08-01,09:00:00,2013,2013-01-01,212,9.0,3,303,0.0
8217,None,289.47,7.11,0.0,92,Rain,heavy intensity rain,2013-08-06 03:00:00,386,2013-08-06,03:00:00,2013,2013-01-01,217,3.0,1,307,3600.0
8218,None,289.47,7.11,0.0,92,Mist,mist,2013-08-06 03:00:00,386,2013-08-06,03:00:00,2013,2013-01-01,217,3.0,1,307,0.0
8219,None,289.47,7.11,0.0,92,Thunderstorm,proximity thunderstorm,2013-08-06 03:00:00,386,2013-08-06,03:00:00,2013,2013-01-01,217,3.0,1,307,0.0
8220,None,289.48,9.53,0.0,90,Rain,heavy intensity rain,2013-08-06 04:00:00,852,2013-08-06,04:00:00,2013,2013-01-01,217,4.0,1,307,3600.0
8221,None,289.48,9.53,0.0,90,Thunderstorm,thunderstorm,2013-08-06 04:00:00,852,2013-08-06,04:00:00,2013,2013-01-01,217,4.0,1,307,0.0
8222,None,289.48,9.53,0.0,90,Mist,mist,2013-08-06 04:00:00,852,2013-08-06,04:00:00,2013,2013-01-01,217,4.0,1,307,0.0
8223,None,289.54,2.03,0.0,92,Rain,moderate rain,2013-08-06 05:00:00,2996,2013-08-06,05:00:00,2013,2013-01-01,217,5.0,1,307,3600.0
8224,None,289.54,2.03,0.0,92,Mist,mist,2013-08-06 05:00:00,2996,2013-08-06,05:00:00,2013,2013-01-01,217,5.0,1,307,0.0
8226,None,289.88,2.29,0.0,92,Rain,moderate rain,2013-08-06 07:00:00,6791,2013-08-06,07:00:00,2013,2013-01-01,217,7.0,1,307,3600.0
8227,None,289.88,2.29,0.0,92,Mist,mist,2013-08-06 07:00:00,6791,2013-08-06,07:00:00,2013,2013-01-01,217,7.0,1,307,0.0
8228,None,290.13,0.76,0.0,92,Rain,light rain,2013-08-06 08:00:00,6188,2013-08-06,08:00:00,2013,2013-01-01,217,8.0,1,307,3600.0
8229,None,290.13,0.76,0.0,92,Mist,mist,2013-08-06 08:00:00,6188,2013-08-06,08:00:00,2013,2013-01-01,217,8.0,1,307,0.0
8259,None,295.03,5.97,0.0,64,Rain,heavy intensity rain,2013-08-07 20:00:00,3216,2013-08-07,20:00:00,2013,2013-01-01,218,20.0,2,309,3600.0
8260,None,295.03,5.97,0.0,64,Thunderstorm,proximity thunderstorm,2013-08-07 20:00:00,3216,2013-08-07,20:00:00,2013,2013-01-01,218,20.0,2,309,0.0
8261,None,295.03,5.97,0.0,64,Squall,SQUALLS,2013-08-07 20:00:00,3216,2013-08-07,20:00:00,2013,2013-01-01,218,20.0,2,309,0.0
8262,None,291.34,13.21,0.0,68,Rain,heavy intensity rain,2013-08-07 21:00:00,3089,2013-08-07,21:00:00,2013,2013-01-01,218,21.0,2,309,3600.0
8263,None,291.34,13.21,0.0,68,Thunderstorm,proximity thunderstorm,2013-08-07 21:00:00,3089,2013-08-07,21:00:00,2013,2013-01-01,218,21.0,2,309,0.0
8264,None,291.34,13.21,0.0,68,Mist,mist,2013-08-07 21:00:00,3089,2013-08-07,21:00:00,2013,2013-01-01,218,21.0,2,309,0.0
8717,None,296.62,0.0,0.0,80,Thunderstorm,proximity thunderstorm,2013-08-30 05:00:00,2858,2013-08-30,05:00:00,2013,2013-01-01,241,5.0,4,331,3600.0
8718,None,296.62,0.0,0.0,80,Rain,light rain,2013-08-30 05:00:00,2858,2013-08-30,05:00:00,2013,2013-01-01,241,5.0,4,331,0.0
8719,None,296.53,6.6,0.0,80,Rain,heavy intensity rain,2013-08-30 06:00:00,5413,2013-08-30,06:00:00,2013,2013-01-01,241,6.0,4,331,3600.0
8720,None,296.53,6.6,0.0,80,Thunderstorm,thunderstorm with light rain,2013-08-30 06:00:00,5413,2013-08-30,06:00:00,2013,2013-01-01,241,6.0,4,331,0.0
8721,None,296.53,6.6,0.0,80,Mist,mist,2013-08-30 06:00:00,5413,2013-08-30,06:00:00,2013,2013-01-01,241,6.0,4,331,0.0
8725,None,299.36,0.0,0.0,80,Haze,haze,2013-08-30 10:00:00,5323,2013-08-30,10:00:00,2013,2013-01-01,241,10.0,4,332,3600.0
8726,None,299.36,0.0,0.0,80,Mist,mist,2013-08-30 10:00:00,5323,2013-08-30,10:00:00,2013,2013-01-01,241,10.0,4,332,0.0
8727,None,299.36,0.0,0.0,80,Thunderstorm,proximity thunderstorm,2013-08-30 10:00:00,5323,2013-08-30,10:00:00,2013,2013-01-01,241,10.0,4,332,0.0
8765,None,283.36,0.0,0.0,0,Fog,fog,2013-09-03 01:00:00,333,2013-09-03,01:00:00,2013,2013-01-01,245,1.0,1,335,3600.0
8766,None,283.36,0.0,0.0,0,Mist,mist,2013-09-03 01:00:00,333,2013-09-03,01:00:00,2013,2013-01-01,245,1.0,1,335,0.0
8840,None,293.63,0.44,0.0,48,Rain,light rain,2013-09-09 07:00:00,6612,2013-09-09,07:00:00,2013,2013-01-01,251,7.0,0,341,3600.0
8841,None,293.63,0.44,0.0,48,Thunderstorm,thunderstorm with light rain,2013-09-09 07:00:00,6612,2013-09-09,07:00:00,2013,2013-01-01,251,7.0,0,341,0.0
8842,None,293.73,0.56,0.0,48,Rain,light rain,2013-09-09 08:00:00,6292,2013-09-09,08:00:00,2013,2013-01-01,251,8.0,0,341,3600.0
8843,None,293.73,0.56,0.0,48,Mist,mist,2013-09-09 08:00:00,6292,2013-09-09,08:00:00,2013,2013-01-01,251,8.0,0,341,0.0
8844,None,293.73,0.56,0.0,48,Thunderstorm,proximity thunderstorm,2013-09-09 08:00:00,6292,2013-09-09,08:00:00,2013,2013-01-01,251,8.0,0,341,0.0
8845,None,293.85,0.57,0.0,36,Rain,light rain,2013-09-09 09:00:00,4944,2013-09-09,09:00:00,2013,2013-01-01,251,9.0,0,342,3600.0
8846,None,293.85,0.57,0.0,36,Mist,mist,2013-09-09 09:00:00,4944,2013-09-09,09:00:00,2013,2013-01-01,251,9.0,0,342,0.0
8847,None,295.55,0.0,0.0,36,Mist,mist,2013-09-09 11:00:00,4717,2013-09-09,11:00:00,2013,2013-01-01,251,11.0,0,342,7200.0
8848,None,295.55,0.0,0.0,36,Haze,haze,2013-09-09 11:00:00,4717,2013-09-09,11:00:00,2013,2013-01-01,251,11.0,0,342,0.0
8849,None,296.09,0.0,0.0,8,Mist,mist,2013-09-09 12:00:00,4865,2013-09-09,12:00:00,2013,2013-01-01,251,12.0,0,342,3600.0
8850,None,296.09,0.0,0.0,8,Haze,haze,2013-09-09 12:00:00,4865,2013-09-09,12:00:00,2013,2013-01-01,251,12.0,0,342,0.0
8851,None,299.2,0.25,0.0,8,Rain,light rain,2013-09-09 13:00:00,4990,2013-09-09,13:00:00,2013,2013-01-01,251,13.0,0,342,3600.0
8852,None,299.2,0.25,0.0,8,Haze,haze,2013-09-09 13:00:00,4990,2013-09-09,13:00:00,2013,2013-01-01,251,13.0,0,342,0.0
8853,None,299.2,0.25,0.0,8,Mist,mist,2013-09-09 13:00:00,4990,2013-09-09,13:00:00,2013,2013-01-01,251,13.0,0,342,0.0
8863,None,298.46,0.25,0.0,92,Rain,light rain,2013-09-09 23:00:00,1102,2013-09-09,23:00:00,2013,2013-01-01,251,23.0,0,342,3600.0
8864,None,298.46,0.25,0.0,92,Mist,mist,2013-09-09 23:00:00,1102,2013-09-09,23:00:00,2013,2013-01-01,251,23.0,0,342,0.0
8935,None,287.13,0.0,0.0,90,Rain,heavy intensity rain,2013-09-14 20:00:00,2939,2013-09-14,20:00:00,2013,2013-01-01,256,20.0,5,347,3600.0
8936,None,287.13,0.0,0.0,90,Mist,mist,2013-09-14 20:00:00,2939,2013-09-14,20:00:00,2013,2013-01-01,256,20.0,5,347,0.0
8937,None,287.13,0.0,0.0,90,Drizzle,light intensity drizzle,2013-09-14 20:00:00,2939,2013-09-14,20:00:00,2013,2013-01-01,256,20.0,5,347,0.0
8938,None,287.15,0.0,0.0,90,Rain,light rain,2013-09-14 21:00:00,2894,2013-09-14,21:00:00,2013,2013-01-01,256,21.0,5,347,3600.0
8939,None,287.15,0.0,0.0,90,Mist,mist,2013-09-14 21:00:00,2894,2013-09-14,21:00:00,2013,2013-01-01,256,21.0,5,347,0.0
8940,None,287.15,0.0,0.0,90,Drizzle,drizzle,2013-09-14 21:00:00,2894,2013-09-14,21:00:00,2013,2013-01-01,256,21.0,5,347,0.0
8941,None,287.15,0.0,0.0,90,Rain,light rain,2013-09-14 22:00:00,2506,2013-09-14,22:00:00,2013,2013-01-01,256,22.0,5,347,3600.0
8942,None,287.15,0.0,0.0,90,Mist,mist,2013-09-14 22:00:00,2506,2013-09-14,22:00:00,2013,2013-01-01,256,22.0,5,347,0.0
8943,None,287.15,0.0,0.0,90,Drizzle,drizzle,2013-09-14 22:00:00,2506,2013-09-14,22:00:00,2013,2013-01-01,256,22.0,5,347,0.0
8944,None,286.86,0.0,0.0,90,Drizzle,light intensity drizzle,2013-09-14 23:00:00,1629,2013-09-14,23:00:00,2013,2013-01-01,256,23.0,5,347,3600.0
8945,None,286.86,0.0,0.0,90,Rain,heavy intensity rain,2013-09-14 23:00:00,1629,2013-09-14,23:00:00,2013,2013-01-01,256,23.0,5,347,0.0
8946,None,286.86,0.0,0.0,90,Mist,mist,2013-09-14 23:00:00,1629,2013-09-14,23:00:00,2013,2013-01-01,256,23.0,5,347,0.0
8947,None,286.87,0.0,0.0,90,Drizzle,drizzle,2013-09-15 00:00:00,1236,2013-09-15,00:00:00,2013,2013-01-01,257,0.0,6,347,3600.0
8948,None,286.87,0.0,0.0,90,Mist,mist,2013-09-15 00:00:00,1236,2013-09-15,00:00:00,2013,2013-01-01,257,0.0,6,347,0.0
8949,None,286.87,0.0,0.0,90,Rain,light rain,2013-09-15 00:00:00,1236,2013-09-15,00:00:00,2013,2013-01-01,257,0.0,6,347,0.0
8950,None,286.64,0.0,0.0,90,Drizzle,drizzle,2013-09-15 01:00:00,865,2013-09-15,01:00:00,2013,2013-01-01,257,1.0,6,347,3600.0
8951,None,286.64,0.0,0.0,90,Rain,moderate rain,2013-09-15 01:00:00,865,2013-09-15,01:00:00,2013,2013-01-01,257,1.0,6,347,0.0
8952,None,287.15,0.0,0.0,90,Rain,moderate rain,2013-09-15 02:00:00,516,2013-09-15,02:00:00,2013,2013-01-01,257,2.0,6,347,3600.0
8953,None,287.15,0.0,0.0,90,Mist,mist,2013-09-15 02:00:00,516,2013-09-15,02:00:00,2013,2013-01-01,257,2.0,6,347,0.0
8954,None,286.74,0.0,0.0,90,Rain,moderate rain,2013-09-15 03:00:00,289,2013-09-15,03:00:00,2013,2013-01-01,257,3.0,6,347,3600.0
8955,None,286.74,0.0,0.0,90,Mist,mist,2013-09-15 03:00:00,289,2013-09-15,03:00:00,2013,2013-01-01,257,3.0,6,347,0.0
8956,None,286.86,0.0,0.0,90,Rain,moderate rain,2013-09-15 04:00:00,295,2013-09-15,04:00:00,2013,2013-01-01,257,4.0,6,347,3600.0
8957,None,286.86,0.0,0.0,90,Mist,mist,2013-09-15 04:00:00,295,2013-09-15,04:00:00,2013,2013-01-01,257,4.0,6,347,0.0
8958,None,286.86,0.0,0.0,90,Drizzle,light intensity drizzle,2013-09-15 04:00:00,295,2013-09-15,04:00:00,2013,2013-01-01,257,4.0,6,347,0.0
8998,None,287.65,0.0,0.0,90,Rain,light rain,2013-09-17 19:00:00,3405,2013-09-17,19:00:00,2013,2013-01-01,259,19.0,1,350,7200.0
8999,None,287.65,0.0,0.0,90,Mist,mist,2013-09-17 19:00:00,3405,2013-09-17,19:00:00,2013,2013-01-01,259,19.0,1,350,0.0
9001,None,287.82,0.0,0.0,90,Mist,mist,2013-09-17 21:00:00,3345,2013-09-17,21:00:00,2013,2013-01-01,259,21.0,1,350,3600.0
9002,None,287.82,0.0,0.0,90,Rain,moderate rain,2013-09-17 21:00:00,3345,2013-09-17,21:00:00,2013,2013-01-01,259,21.0,1,350,0.0
9003,None,288.15,0.0,0.0,90,Rain,light rain,2013-09-17 22:00:00,1776,2013-09-17,22:00:00,2013,2013-01-01,259,22.0,1,350,3600.0
9004,None,288.15,0.0,0.0,90,Mist,mist,2013-09-17 22:00:00,1776,2013-09-17,22:00:00,2013,2013-01-01,259,22.0,1,350,0.0
9005,None,288.15,0.0,0.0,90,Drizzle,drizzle,2013-09-17 22:00:00,1776,2013-09-17,22:00:00,2013,2013-01-01,259,22.0,1,350,0.0
9006,None,288.15,0.0,0.0,90,Mist,mist,2013-09-17 23:00:00,977,2013-09-17,23:00:00,2013,2013-01-01,259,23.0,1,350,3600.0
9007,None,288.15,0.0,0.0,90,Drizzle,heavy intensity drizzle,2013-09-17 23:00:00,977,2013-09-17,23:00:00,2013,2013-01-01,259,23.0,1,350,0.0
9008,None,288.72,0.0,0.0,90,Rain,light rain,2013-09-18 01:00:00,332,2013-09-18,01:00:00,2013,2013-01-01,260,1.0,2,350,7200.0
9009,None,288.72,0.0,0.0,90,Mist,mist,2013-09-18 01:00:00,332,2013-09-18,01:00:00,2013,2013-01-01,260,1.0,2,350,0.0
9010,None,288.72,0.0,0.0,90,Drizzle,drizzle,2013-09-18 01:00:00,332,2013-09-18,01:00:00,2013,2013-01-01,260,1.0,2,350,0.0
9012,None,289.58,0.0,0.0,90,Drizzle,light intensity drizzle,2013-09-18 04:00:00,850,2013-09-18,04:00:00,2013,2013-01-01,260,4.0,2,350,3600.0
